Index	Sentence	Surprisal	PPL
258	fracture animation steel.	7.107576847076416	1221.184840380699
259	places flesh bee weapons.	9.353971481323242	11544.581611408837
260	behavior distances rock.	10.383381843566895	32318.07155325269
261	legs stingers horns release.	8.284805297851562	3963.193021272528
262	legume stresses builders ground food partitions.	9.617045402526855	15018.610371962244
263	they bed its.	9.123814582824707	9171.11896942096
264	pollen minutes programs.	8.404953002929688	4469.147720750546
265	farm building.	8.406431198120117	4475.7588785036605
266	ways refrigerator stations flavorings.	9.291449546813965	10844.89289046111
267	mammals men potatoes i.	7.308498859405518	1492.934401807568
268	floats sides regions inundation.	8.885276794433594	7224.814185887087
269	painting work i place.	7.259636878967285	1421.7401796944152
270	window bread station nerves.	11.165266990661621	70634.00683055786
271	spiders i insects together growth flower.	8.671188354492188	5832.426222821304
272	hoofed floods scientist eagles blindness pharmacists recreation.	8.445893287658691	4655.912925454202
273	rests kinds her eyes scientists solo.	9.54195785522461	13932.198166537144
274	energy means mountaineers woodcutters effort.	7.0574564933776855	1161.4871552367522
275	skier's manhood iron plants.	7.520209312438965	1844.953425342071
276	grooms information evening i structure.	9.214540481567383	10042.089424134334
277	feathers carcasses their sushi.	6.814874649047852	911.3022760163028
278	objects health people dream.	9.678800582885742	15975.324353941878
279	car animals insufficient instruments eyes.	10.546801567077637	38055.52540527115
280	vultures wings others engines.	7.770306587219238	2369.197542705956
281	flood cheese house jet.	8.720913887023926	6129.778454117759
282	cement used virility bankruptcies people.	8.608348846435547	5477.197513228354
283	journals environment land architects.	9.068333625793457	8676.154033741243
284	counters pipe it log objects rooms hands.	9.12452507019043	9177.637248881678
285	jacket loss cream ice.	8.81318473815918	6722.293958641234
286	fur victim jacket child i bursts hip.	9.82911205291748	18566.460868750888
287	trees house break ice tool.	7.877704620361328	2637.810828110887
288	nurses fishing sources work wall my.	9.552318572998047	14077.296101126347
289	taste elements hand shakes methods.	8.348031044006348	4221.859897779718
290	floor boys books.	8.782414436340332	6518.59692584524
291	books flair expanse reason.	9.657559394836426	15639.56804069384
292	floorboards scissors vultures.	7.333124160766602	1530.1547617882495
293	thumb artists wood.	8.062355995178223	3172.7563343634633
294	fruit part bud.	8.70412826538086	6027.745054956013
295	milk unemployment oil blocks.	8.804117202758789	6661.6148409766865
296	walls animals internet dreams.	8.719948768615723	6123.865345977223
297	power others wildland.	9.718273162841797	16618.52245514774
298	cream fights.	9.974258422851562	21466.7052944059
299	pyramids he cities.	8.48339557647705	4833.835720334171
300	mysteries people rock.	6.864808082580566	957.96197257086
301	injuries talons tragic property.	8.601969718933105	5442.368977876445
302	honeybees wings risk expense.	8.171295166015625	3537.9231954385414
303	sharks pillows invasion condition.	8.617677688598633	5528.532500025059
304	casinos compound dream part arson.	9.760473251342773	17334.83346733189
305	appliance bird night she term.	7.423578262329102	1675.0164453478715
306	practice families experts.	8.944650650024414	7666.769736348972
307	metal molecule vivid piano.	10.29300594329834	29525.39275103496
308	we deforestation hypotheses track.	10.372502326965332	31968.372286056845
309	standard mouth ways their their.	9.61866283416748	15042.92160315333
310	hurt screws dress juice.	9.800909996032715	18050.163033240246
311	organs layers education fields.	8.721206665039062	6131.57338123156
312	space weight disease grooves food source.	8.972602844238281	7884.0959958977655
313	cliche tusks sick elements.	7.8595099449157715	2590.250698807868
314	relentlessly they're they heads insulation.	7.85549259185791	2579.8656214706516
315	station birds.	8.757170677185059	6356.102647231691
316	part they chin forces.	9.658164024353027	15649.027044466417
317	occasions bird blades stone.	9.332818984985352	11302.949462078577
318	fever tie i.	8.095724105834961	3280.411352410384
319	surface balance parasite regions banana.	10.868651390075684	52504.35460912475
320	joints part fruit plant.	7.188624382019043	1324.280248326852
321	women men things malaria.	9.464764595031738	12897.188166891836
322	pair broccoli trots.	9.352240562438965	11524.616161358672
323	camera air school style reaction tuxedo.	8.005979537963867	2998.8361367622083
324	mugs tuxedo therapy infection.	7.753652095794678	2330.066520666943
325	fruit computer structure tastes.	9.988191604614258	21767.898216360754
326	containers wiring.	7.8600287437438965	2591.5948664811176
327	don't butter mitten food.	6.864538669586182	957.7039199302511
328	astronauts alcohol whales.	7.895827293395996	2686.050809696781
329	it chemicals cell.	9.674365997314453	15904.637260888361
330	vultures soldier apples.	7.898642063140869	2693.6220749343856
331	owl conferences sheets i.	10.005061149597168	22138.227616373228
332	object city families fracture they.	10.253202438354492	28373.26019966084
333	area colony breakfast line.	9.745352745056152	17074.693687785566
334	places hurricane beans mudslides.	8.238115310668945	3782.404928081659
335	pyramids cubicle cooperative.	8.17665958404541	3556.9530909381856
336	piece gas micromanagers.	8.451894760131836	4683.939274273886
337	courage vision wall.	7.965312957763672	2879.3301456572262
338	their drugs painting hurricanes.	10.08547592163086	23992.004827239212
339	tie kitchen place cooked.	9.411280632019043	12225.517344535068
340	voice salmon head they.	10.025195121765137	22588.475504369682
341	knife floor cutting plants.	8.824511528015137	6798.868824681936
342	satin exhibitions fear stalk.	10.034798622131348	22806.44891576188
343	astronauts heart it scopes concerts.	7.887989044189453	2665.0791719020367
344	her infantry their field honey.	9.036336898803711	8402.939791674466
345	their hospital treatments folklore.	9.513360023498535	13539.410711840803
346	earlobe elephant war electricity people electricity.	8.305315971374512	4045.3201415805015
347	its mouth graphics bare purple floor.	9.590142250061035	14619.949075079916
348	honey tufts wood farms.	7.47157621383667	1757.3745016728378
349	hand musicians gentle chairs rifles.	10.828787803649902	50452.51135595248
350	equipment artists mosquito instrument.	9.15157413482666	9429.271647377682
351	tools thieves air source his juice.	9.806098937988281	18144.06770375112
352	motor them data people.	8.140092849731445	3429.236256872405
353	my glove saw schools magnets.	9.83908748626709	18752.596208509698
354	levees effort eat gambling tail.	8.725937843322754	6160.651681127382
355	bolts his puberty life.	8.654616355895996	5736.567740759687
356	shrubs signs coffee.	9.264620780944824	10557.806110036157
357	pieces lizards building man note.	8.84370231628418	6930.604489377237
358	kind tool wings blocks.	10.063664436340332	23474.369288367245
359	adults yoga bow form ice.	9.010113716125488	8185.452039913406
360	violinist spots cabin shelters they.	8.989828109741211	8021.078031669711
361	coffee skin locations day airbeds stop.	7.798145771026611	2436.0807357293347
362	tower my use suburbs wool head.	9.766837120056152	17445.50183768143
363	night day river shoes impact.	9.361414909362793	11630.833480441315
364	videogames work nails water school.	7.297538757324219	1476.6610301715714
365	plants barrier level people surface.	8.520110130310059	5014.605986497864
366	swamps grass law c place.	9.435022354125977	12519.24518534234
367	ties sauce animals ravens.	9.294761657714844	10880.871928813967
368	something spacewalks swamps.	7.654557228088379	2110.240557126233
369	spring things diesel liquid king.	9.749231338500977	17141.04808046821
370	wellness shape infection mosquitoes touches.	10.260994911193848	28595.221750636327
371	mammal chords mowers structures.	7.955084800720215	2850.0300034118577
372	spiders subject i.	7.845056056976318	2553.0807775209155
373	peach raspberries pans.	6.662190914154053	782.2629319549518
374	taste screwdrivers mosquitos.	7.54792594909668	1896.8045795360422
375	tuition young person logs piercings.	7.587561130523682	1973.4945441104505
376	blade clothing fovea they dairy.	8.581128120422363	5330.115146632748
377	your man life heat sciences bear sense.	9.066722869873047	8662.19011651533
378	consist fish they ice.	8.617379188537598	5526.882479014304
379	health bird themselves likely.	9.889761924743652	19727.362782861506
380	berries plant pollen cod.	9.65160846710205	15546.774479221653
381	severity walls scientists blood measures.	8.990461349487305	8026.158905621767
382	artist's he parameters lawn beginners.	10.04345989227295	23004.839648425015
383	front travels admission floor tool.	10.31317138671875	30126.82912279242
384	body swamps wild it.	8.21903133392334	3710.9060121838625
385	plastic gambling mouth number taste.	8.873990058898926	7143.728078406667
386	handle house my.	9.784663200378418	17759.2751196544
387	family stalk brain i patients decoration.	10.123587608337402	24924.028280613118
388	themselves ship they stuck head individuals.	8.845813751220703	6945.2534695693275
389	side drunk night coffee sex hammer it.	8.918094635009766	7465.85049884292
390	bear legs puberty.	9.46240520477295	12866.79453608274
391	i sharks dorsal spears earthquakes.	10.434301376342773	34006.310058781506
392	animal hand ice knee.	10.053383827209473	23234.2747468355
393	food their fingers water toppings stage.	8.136549949645996	3417.1083121790216
394	laborer ill-omen consist bald.	8.551451683044434	5174.260363774964
395	directions war my bird level.	8.574257850646973	5293.62132239442
396	pan it vehicle.	9.914329528808594	20218.01926967562
397	pain temperature strokes something.	9.748355865478516	17126.04812228448
398	bites dinner water me.	8.550172805786133	5167.647349385375
399	vanilla skin cover.	6.653911113739014	775.8126912089812
400	water owners warms.	8.224984169006348	3733.0623046324877
401	classes screwdriver birds.	9.339683532714844	11380.806017435629
402	middle area determines poles.	9.222756385803223	10124.934125227684
403	technology sweaters broken my barn.	8.897096633911133	7310.717008494967
404	its cell its organ.	8.770843505859375	6443.605391591539
405	classroom seals passengers sea panes metamorphosis.	8.194324493408203	3620.344599090649
406	minds eyesight we dress it.	7.194853782653809	1332.5554686173778
407	cod courtyard desk conferences.	10.844521522521973	51252.59462364408
408	drug livestock stories.	9.605382919311523	14844.47348856451
409	wheels advisers water.	9.070717811584473	8696.864275631031
410	rifles salmon cabbage train fractures.	10.061641693115234	23426.93465713843
411	countries hurricane sweet animals.	9.339757919311523	11381.6526283506
412	glove shoes ice bud.	8.618144035339355	5531.111314401527
413	it consist germs forest.	9.049986839294434	8518.425815337352
414	ravens product conditions morning buddies.	8.349613189697266	4228.5447820606205
415	cliffs glass habits plants people.	8.898054122924805	7317.720291961112
416	ravens symbol floors child storm bunchs.	8.838541030883789	6894.925814724881
417	they they trousers we trip.	8.760735511779785	6378.801536691174
418	pipes cutting earth hand.	8.451203346252441	4680.701852977393
419	length machine beneficial knife.	9.817330360412598	18349.000079407942
420	types protein assignments conferences.	10.25394058227539	28394.211480772396
421	cabins steel my ideas.	7.52702522277832	1857.571415164061
422	hospital bees trees interest.	9.899666786193848	19923.73046996453
423	experiments skirt i pedals their owl.	9.228473663330078	10182.986977564444
424	spear insects professors diseases role.	9.774602890014648	17581.50700066115
425	exterior mountains life man ambergris.	7.644749641418457	2089.645349694122
426	men skin dream.	9.299116134643555	10928.355743149035
427	farmers snow we sole it ground.	8.228859901428223	3747.558729224568
428	reeds barrier intensity drivers.	9.303850173950195	10980.21366065447
429	computers dance my head farmers.	8.462930679321289	4735.917133784238
430	sports perfectly sound gas space whale.	9.399295806884766	12079.871172270143
431	export patients more lack.	10.029504776000977	22686.034094406416
432	jam wedding farmers owl's changes.	10.304295539855957	29860.61120351175
433	vegetable machines log them.	7.192962646484375	1330.0378061445278
434	ice.	8.206912994384766	3666.207376766613
435	infection astronauts space things beach.	8.379814147949219	4358.198870731245
436	butterfly i.	6.007936000823975	406.6431423981033
437	cream center.	9.07425594329834	8727.68942650105
438	crank chips flare.	9.237890243530273	10279.328784390997
439	their iron bullets their firemen lakes.	8.25948715209961	3864.1118905684507
440	property we caterpillar it.	8.9401273727417	7632.169124044673
441	butterfat tomato drought.	7.773966312408447	2377.884040032466
442	blacksmiths health it.	6.315983772277832	553.3461595247476
443	knives that lentils frying seabed intrigue.	7.828969478607178	2512.3390198349716
444	their area abilities feet.	9.385322570800781	11912.250112182508
445	shoulder transportation degrees places effects.	9.160571098327637	9514.489235163544
446	lettuce cut history.	7.870746612548828	2619.520625239799
447	scissors chairs drunk pianist medications.	8.291093826293945	3988.194201234616
448	states hand jazz computer products.	9.078078269958496	8761.113344349555
449	they collection her meat.	9.021147727966309	8276.270539420662
450	people foot forms sugar leg.	9.706772804260254	16428.498255387345
451	fruit they.	9.307108879089355	11016.053303037364
452	pliers property astronaut.	10.572503089904785	39046.28787402312
453	interactions their strings.	7.793651580810547	2425.1570903773872
454	air iron biology window her.	10.184823989868164	26497.985490761625
455	gambling scholars it windows face.	8.733171463012695	6205.377060601592
456	hurricanes music school countries.	8.486540794372559	4849.063121139515
457	animals hammers gloves families shape.	8.378231048583984	4351.304867251506
458	sofa people she juice.	8.462545394897461	4734.09281014436
459	it they lot.	7.7404632568359375	2299.5374128381277
460	lives it court shoe horse.	8.00672721862793	3001.07914697955
461	weeks center frames hot other century money.	8.695466995239258	5975.762568834177
462	style types heels bitterness something words.	9.877899169921875	19494.72450845499
463	they mice mammals.	9.914433479309082	20220.12105213636
